,open,high,low,close,adjclose,volume,ticker
2016-02-02,4588.68994140625,4589.89990234375,4503.1201171875,4516.9501953125,4516.9501953125,2185180000,^IXIC
2016-02-03,4543.81982421875,4547.31982421875,4424.47021484375,4504.240234375,4504.240234375,2466190000,^IXIC
2016-02-04,4492.47998046875,4545.52001953125,4463.990234375,4509.56005859375,4509.56005859375,2200930000,^IXIC
2016-02-05,4491.47998046875,4493.18994140625,4350.3701171875,4363.14013671875,4363.14013671875,2489280000,^IXIC
2016-02-08,4288.02001953125,4301.52978515625,4212.81005859375,4283.75,4283.75,2702070000,^IXIC
2016-02-09,4224.8701171875,4329.60986328125,4222.47998046875,4268.759765625,4268.759765625,2465790000,^IXIC
2016-02-10,4318.27978515625,4369.6201171875,4280.72998046875,4283.58984375,4283.58984375,2448380000,^IXIC
2016-02-11,4218.81005859375,4293.22021484375,4209.759765625,4266.83984375,4266.83984375,2812330000,^IXIC
2016-02-12,4307.2900390625,4340.1298828125,4274.14990234375,4337.509765625,4337.509765625,1983190000,^IXIC
2016-02-16,4397.9501953125,4435.9599609375,4376.52001953125,4435.9599609375,4435.9599609375,2117920000,^IXIC
2016-02-17,4471.66015625,4540.77978515625,4463.509765625,4534.06005859375,4534.06005859375,2296440000,^IXIC
2016-02-18,4548.10009765625,4548.47021484375,4482.77001953125,4487.5400390625,4487.5400390625,1955870000,^IXIC
2016-02-19,4464.669921875,4513.14990234375,4455.10009765625,4504.43017578125,4504.43017578125,1903770000,^IXIC
2016-02-22,4548.31005859375,4576.47021484375,4546.5498046875,4570.60986328125,4570.60986328125,1794020000,^IXIC
2016-02-23,4550.0498046875,4558.06005859375,4500.93994140625,4503.580078125,4503.580078125,1777750000,^IXIC
2016-02-24,4453.93017578125,4547.64013671875,4425.72021484375,4542.60986328125,4542.60986328125,1978180000,^IXIC
2016-02-25,4554.72998046875,4582.2001953125,4516.89013671875,4582.2001953125,4582.2001953125,1667840000,^IXIC
2016-02-26,4615.14013671875,4618.85009765625,4580.77978515625,4590.47021484375,4590.47021484375,1814920000,^IXIC
2016-02-29,4585.2998046875,4619.89990234375,4557.4599609375,4557.9501953125,4557.9501953125,2065260000,^IXIC
2016-03-01,4596.009765625,4689.60009765625,4581.75,4689.60009765625,4689.60009765625,2080150000,^IXIC
2016-03-02,4683.7998046875,4703.580078125,4665.93017578125,4703.419921875,4703.419921875,1912510000,^IXIC
2016-03-03,4698.3798828125,4707.72021484375,4674.4599609375,4707.419921875,4707.419921875,1936290000,^IXIC
2016-03-04,4715.759765625,4746.64990234375,4687.93994140625,4717.02001953125,4717.02001953125,2171230000,^IXIC
2016-03-07,4690.8798828125,4731.18994140625,4674.81982421875,4708.25,4708.25,2084390000,^IXIC
2016-03-08,4676.22021484375,4695.0400390625,4642.85986328125,4648.81982421875,4648.81982421875,1993060000,^IXIC
2016-03-09,4666.419921875,4676.47021484375,4642.419921875,4674.3798828125,4674.3798828125,1789550000,^IXIC
2016-03-10,4691.2001953125,4716.14013671875,4607.990234375,4662.16015625,4662.16015625,1936470000,^IXIC
2016-03-11,4712.3798828125,4748.7900390625,4700.91015625,4748.47021484375,4748.47021484375,1801790000,^IXIC
2016-03-14,4733.39013671875,4762.27001953125,4731.509765625,4750.27978515625,4750.27978515625,1615100000,^IXIC
2016-03-15,4731.14013671875,4735.27001953125,4712.06982421875,4728.669921875,4728.669921875,1692420000,^IXIC
2016-03-16,4717.8798828125,4774.77978515625,4716.4501953125,4763.97021484375,4763.97021484375,1781060000,^IXIC
2016-03-17,4752.6201171875,4788.08984375,4737.97021484375,4774.990234375,4774.990234375,1907190000,^IXIC
2016-03-18,4784.6298828125,4804.580078125,4772.41015625,4795.64990234375,4795.64990234375,2829040000,^IXIC
2016-03-21,4787.31005859375,4814.85009765625,4785.3798828125,4808.8701171875,4808.8701171875,1609230000,^IXIC
2016-03-22,4783.60009765625,4835.60009765625,4781.7099609375,4821.66015625,4821.66015625,1596200000,^IXIC
2016-03-23,4813.8701171875,4816.669921875,4765.3701171875,4768.85986328125,4768.85986328125,1732630000,^IXIC
2016-03-24,4743.35986328125,4773.5,4734.77001953125,4773.5,4773.5,1590990000,^IXIC
2016-03-28,4785.25,4787.39013671875,4760.009765625,4766.7900390625,4766.7900390625,1381000000,^IXIC
2016-03-29,4756.5498046875,4849.31005859375,4749.77978515625,4846.6201171875,4846.6201171875,1806490000,^IXIC
2016-03-30,4875.4599609375,4899.14013671875,4859.35009765625,4869.2900390625,4869.2900390625,1717820000,^IXIC
2016-03-31,4869.56982421875,4891.2998046875,4864.41015625,4869.85009765625,4869.85009765625,1774270000,^IXIC
2016-04-01,4842.5498046875,4917.08984375,4832.06005859375,4914.5400390625,4914.5400390625,1812250000,^IXIC
2016-04-04,4911.2099609375,4917.75,4885.169921875,4891.7998046875,4891.7998046875,1705730000,^IXIC
2016-04-05,4855.89990234375,4872.7001953125,4838.6201171875,4843.93017578125,4843.93017578125,1726010000,^IXIC
2016-04-06,4849.580078125,4921.509765625,4849.27978515625,4920.72021484375,4920.72021484375,1761770000,^IXIC
2016-04-07,4893.56982421875,4901.490234375,4831.490234375,4848.3701171875,4848.3701171875,1908940000,^IXIC
2016-04-08,4883.990234375,4892.60009765625,4835.35986328125,4850.68994140625,4850.68994140625,1588830000,^IXIC
2016-04-11,4873.39013671875,4897.5498046875,4833.39990234375,4833.39990234375,4833.39990234375,1545540000,^IXIC
2016-04-12,4838.81982421875,4879.60009765625,4808.91015625,4872.08984375,4872.08984375,1759280000,^IXIC
2016-04-13,4904.7900390625,4951.91015625,4903.60009765625,4947.419921875,4947.419921875,1936450000,^IXIC
2016-04-14,4947.6201171875,4961.2998046875,4931.81005859375,4945.89013671875,4945.89013671875,1645810000,^IXIC
2016-04-15,4938.830078125,4950.43017578125,4925.4599609375,4938.22021484375,4938.22021484375,1684790000,^IXIC
2016-04-18,4919.35986328125,4960.7900390625,4915.6298828125,4960.02001953125,4960.02001953125,1672260000,^IXIC
2016-04-19,4968.2998046875,4968.669921875,4915.52001953125,4940.330078125,4940.330078125,1824250000,^IXIC
2016-04-20,4941.990234375,4969.31982421875,4928.2900390625,4948.1298828125,4948.1298828125,1781340000,^IXIC
2016-04-21,4949.1201171875,4966.60986328125,4932.64013671875,4945.89013671875,4945.89013671875,1758190000,^IXIC
2016-04-22,4898.240234375,4921.66015625,4872.02001953125,4906.22998046875,4906.22998046875,2018930000,^IXIC
2016-04-25,4891.47998046875,4904.8701171875,4878.3701171875,4895.7900390625,4895.7900390625,1582270000,^IXIC
2016-04-26,4903.81005859375,4915.0,4875.419921875,4888.27978515625,4888.27978515625,1825020000,^IXIC
2016-04-27,4855.3798828125,4872.91015625,4826.3798828125,4863.14013671875,4863.14013671875,1938780000,^IXIC
2016-04-28,4857.60009765625,4889.16015625,4796.31982421875,4805.2900390625,4805.2900390625,2161400000,^IXIC
2016-04-29,4805.7900390625,4807.89013671875,4740.83984375,4775.35986328125,4775.35986328125,2376460000,^IXIC
2016-05-02,4786.5498046875,4821.56982421875,4768.27978515625,4817.58984375,4817.58984375,1880460000,^IXIC
2016-05-03,4780.8798828125,4791.43017578125,4749.7099609375,4763.22021484375,4763.22021484375,1984340000,^IXIC
2016-05-04,4735.27978515625,4751.64013671875,4713.91015625,4725.64013671875,4725.64013671875,1950800000,^IXIC
2016-05-05,4742.419921875,4744.5498046875,4709.75,4717.08984375,4717.08984375,1888350000,^IXIC
2016-05-06,4695.89990234375,4736.16015625,4684.27978515625,4736.16015625,4736.16015625,1860800000,^IXIC
2016-05-09,4736.35009765625,4771.93994140625,4735.06005859375,4750.2099609375,4750.2099609375,1625100000,^IXIC
2016-05-10,4768.91015625,4811.2998046875,4758.2001953125,4809.8798828125,4809.8798828125,1760120000,^IXIC
2016-05-11,4799.2998046875,4812.18994140625,4760.35986328125,4760.68994140625,4760.68994140625,1859110000,^IXIC
2016-05-12,4778.18994140625,4779.4599609375,4710.169921875,4737.330078125,4737.330078125,1930450000,^IXIC
2016-05-13,4731.06982421875,4759.2900390625,4708.259765625,4717.68017578125,4717.68017578125,1698030000,^IXIC
2016-05-16,4728.85986328125,4791.25,4724.72998046875,4775.4599609375,4775.4599609375,1741510000,^IXIC
2016-05-17,4768.85009765625,4776.14990234375,4703.39013671875,4715.72998046875,4715.72998046875,1925230000,^IXIC
2016-05-18,4705.77978515625,4762.27978515625,4704.490234375,4739.1201171875,4739.1201171875,1934100000,^IXIC
2016-05-19,4717.35986328125,4735.27001953125,4678.3798828125,4712.52978515625,4712.52978515625,1805890000,^IXIC
2016-05-20,4729.43994140625,4781.7001953125,4729.0,4769.56005859375,4769.56005859375,1970520000,^IXIC
2016-05-23,4771.56982421875,4792.64013671875,4763.91015625,4765.77978515625,4765.77978515625,1865110000,^IXIC
2016-05-24,4792.85009765625,4865.990234375,4792.6298828125,4861.06005859375,4861.06005859375,1942280000,^IXIC
2016-05-25,4877.18017578125,4905.4501953125,4872.419921875,4894.89013671875,4894.89013671875,1784420000,^IXIC
2016-05-26,4897.77978515625,4909.3798828125,4887.27001953125,4901.77001953125,4901.77001953125,1606250000,^IXIC
2016-05-27,4904.0498046875,4933.5,4902.5,4933.5,4933.5,1505020000,^IXIC
2016-05-31,4938.47998046875,4951.4501953125,4923.02978515625,4948.0498046875,4948.0498046875,2285350000,^IXIC
2016-06-01,4928.97021484375,4958.97998046875,4923.2001953125,4952.25,4952.25,1797090000,^IXIC
2016-06-02,4941.25,4971.35986328125,4924.22998046875,4971.35986328125,4971.35986328125,1729050000,^IXIC
2016-06-03,4958.10009765625,4958.64990234375,4909.2099609375,4942.52001953125,4942.52001953125,1697840000,^IXIC
2016-06-06,4950.4599609375,4980.14013671875,4944.8701171875,4968.7099609375,4968.7099609375,1663840000,^IXIC
2016-06-07,4972.1298828125,4979.3798828125,4960.27978515625,4961.75,4961.75,1747760000,^IXIC
2016-06-08,4970.009765625,4979.66015625,4956.7900390625,4974.64013671875,4974.64013671875,1692640000,^IXIC
2016-06-09,4954.14990234375,4965.490234375,4940.5498046875,4958.6201171875,4958.6201171875,1632340000,^IXIC
2016-06-10,4915.14990234375,4917.919921875,4880.60986328125,4894.5498046875,4894.5498046875,1822200000,^IXIC
2016-06-13,4868.509765625,4894.85009765625,4844.93994140625,4848.43994140625,4848.43994140625,1888300000,^IXIC
2016-06-14,4836.669921875,4863.009765625,4811.93017578125,4843.5498046875,4843.5498046875,1919710000,^IXIC
2016-06-15,4855.080078125,4868.16015625,4830.330078125,4834.93017578125,4834.93017578125,1802200000,^IXIC
2016-06-16,4809.68994140625,4847.85986328125,4778.77978515625,4844.919921875,4844.919921875,1851770000,^IXIC
2016-06-17,4835.02001953125,4835.02001953125,4792.33984375,4800.33984375,4800.33984375,2638220000,^IXIC
2016-06-20,4856.68994140625,4882.14990234375,4834.509765625,4837.2099609375,4837.2099609375,1779560000,^IXIC
2016-06-21,4845.080078125,4852.18994140625,4826.58984375,4843.759765625,4843.759765625,1698080000,^IXIC
2016-06-22,4846.68017578125,4875.93017578125,4830.0,4833.31982421875,4833.31982421875,1682220000,^IXIC
2016-06-23,4872.18994140625,4910.0400390625,4859.39990234375,4910.0400390625,4910.0400390625,1738570000,^IXIC
2016-06-24,4715.7900390625,4798.22021484375,4698.419921875,4707.97998046875,4707.97998046875,4411040000,^IXIC
2016-06-27,4664.43017578125,4665.0400390625,4574.25,4594.43994140625,4594.43994140625,2659650000,^IXIC
2016-06-28,4643.93017578125,4692.97998046875,4643.93017578125,4691.8701171875,4691.8701171875,2074090000,^IXIC
2016-06-29,4732.93017578125,4787.58984375,4732.33984375,4779.25,4779.25,2116550000,^IXIC
2016-06-30,4793.75,4843.10986328125,4774.52001953125,4842.669921875,4842.669921875,2171180000,^IXIC
2016-07-01,4837.18017578125,4880.169921875,4837.169921875,4862.56982421875,4862.56982421875,1745130000,^IXIC
2016-07-05,4837.06005859375,4839.1298828125,4797.2900390625,4822.89990234375,4822.89990234375,1690340000,^IXIC
2016-07-06,4799.31982421875,4861.0498046875,4786.009765625,4859.16015625,4859.16015625,1876090000,^IXIC
2016-07-07,4867.47021484375,4889.009765625,4853.68017578125,4876.81005859375,4876.81005859375,1672770000,^IXIC
2016-07-08,4906.66015625,4959.0,4901.27001953125,4956.759765625,4956.759765625,1947260000,^IXIC
2016-07-11,4976.5400390625,5002.5,4976.5400390625,4988.64013671875,4988.64013671875,1718450000,^IXIC
2016-07-12,5017.990234375,5032.10009765625,5009.68017578125,5022.81982421875,5022.81982421875,1866280000,^IXIC
2016-07-13,5036.31982421875,5036.3798828125,5002.81982421875,5005.72998046875,5005.72998046875,1650820000,^IXIC
2016-07-14,5041.9501953125,5045.18017578125,5025.14990234375,5034.06005859375,5034.06005859375,1641170000,^IXIC
2016-07-15,5041.18994140625,5044.81005859375,5018.52001953125,5029.58984375,5029.58984375,1610300000,^IXIC
2016-07-18,5034.990234375,5063.52978515625,5030.1298828125,5055.77978515625,5055.77978515625,1585570000,^IXIC
2016-07-19,5038.22021484375,5052.240234375,5028.240234375,5036.3701171875,5036.3701171875,1694740000,^IXIC
2016-07-20,5061.60009765625,5098.25,5053.919921875,5089.93017578125,5089.93017578125,1877330000,^IXIC
2016-07-21,5093.97021484375,5102.77978515625,5061.10986328125,5073.89990234375,5073.89990234375,1880310000,^IXIC
2016-07-22,5078.1201171875,5103.52001953125,5064.10986328125,5100.16015625,5100.16015625,1639000000,^IXIC
2016-07-25,5096.990234375,5100.72021484375,5082.66015625,5097.6298828125,5097.6298828125,1770620000,^IXIC
2016-07-26,5095.60986328125,5122.2998046875,5084.18017578125,5110.0498046875,5110.0498046875,2038060000,^IXIC
2016-07-27,5143.83984375,5151.06005859375,5120.66015625,5139.81005859375,5139.81005859375,2122250000,^IXIC
2016-07-28,5144.81982421875,5160.16015625,5130.75,5154.97998046875,5154.97998046875,1950910000,^IXIC
2016-07-29,5162.14990234375,5175.81005859375,5140.0498046875,5162.1298828125,5162.1298828125,2072640000,^IXIC
2016-08-01,5167.419921875,5199.1298828125,5158.93017578125,5184.2001953125,5184.2001953125,1866590000,^IXIC
2016-08-02,5177.52978515625,5181.02001953125,5109.7998046875,5137.72998046875,5137.72998046875,2142010000,^IXIC
2016-08-03,5133.240234375,5159.740234375,5128.43994140625,5159.740234375,5159.740234375,1909470000,^IXIC
2016-08-04,5158.02001953125,5174.0,5145.39013671875,5166.25,5166.25,1930000000,^IXIC
2016-08-05,5190.7099609375,5227.22998046875,5186.25,5221.1201171875,5221.1201171875,2017720000,^IXIC
2016-08-08,5223.5400390625,5228.39990234375,5202.18017578125,5213.14013671875,5213.14013671875,1624450000,^IXIC
2016-08-09,5216.2099609375,5238.5400390625,5214.9501953125,5225.47998046875,5225.47998046875,1664320000,^IXIC
2016-08-10,5227.9501953125,5227.9599609375,5193.7998046875,5204.580078125,5204.580078125,1651240000,^IXIC
2016-08-11,5222.14990234375,5235.2900390625,5211.25,5228.39990234375,5228.39990234375,1511670000,^IXIC
2016-08-12,5219.66015625,5233.33984375,5215.5498046875,5232.89013671875,5232.89013671875,1501620000,^IXIC
2016-08-15,5242.18017578125,5271.35986328125,5241.14013671875,5262.02001953125,5262.02001953125,1533170000,^IXIC
2016-08-16,5247.9599609375,5248.259765625,5226.77978515625,5227.10986328125,5227.10986328125,1698390000,^IXIC
2016-08-17,5228.43994140625,5230.08984375,5197.22998046875,5228.66015625,5228.66015625,1747890000,^IXIC
2016-08-18,5226.4501953125,5243.169921875,5221.83984375,5240.14990234375,5240.14990234375,1659080000,^IXIC
2016-08-19,5229.8701171875,5245.81005859375,5217.64990234375,5238.3798828125,5238.3798828125,1632740000,^IXIC
2016-08-22,5231.4599609375,5252.1298828125,5224.6298828125,5244.60009765625,5244.60009765625,1560210000,^IXIC
2016-08-23,5265.77978515625,5275.740234375,5257.89990234375,5260.080078125,5260.080078125,1547050000,^IXIC
2016-08-24,5254.419921875,5262.990234375,5205.64013671875,5217.68994140625,5217.68994140625,1714780000,^IXIC
2016-08-25,5207.60986328125,5230.58984375,5201.64013671875,5212.2001953125,5212.2001953125,1511890000,^IXIC
2016-08-26,5219.0498046875,5253.39013671875,5191.85986328125,5218.919921875,5218.919921875,1591060000,^IXIC
2016-08-29,5223.7998046875,5245.1201171875,5222.33984375,5232.330078125,5232.330078125,1416640000,^IXIC
2016-08-30,5229.8798828125,5241.6201171875,5205.60986328125,5222.990234375,5222.990234375,1561020000,^IXIC
2016-08-31,5216.419921875,5219.89013671875,5191.18017578125,5213.22021484375,5213.22021484375,1761770000,^IXIC
2016-09-01,5218.27978515625,5229.93994140625,5189.35986328125,5227.2099609375,5227.2099609375,1592520000,^IXIC
2016-09-02,5249.66015625,5263.39013671875,5231.02001953125,5249.89990234375,5249.89990234375,1474200000,^IXIC
2016-09-06,5260.0,5275.91015625,5244.0,5275.91015625,5275.91015625,1777940000,^IXIC
2016-09-07,5274.22998046875,5287.60986328125,5261.919921875,5283.93017578125,5283.93017578125,1878460000,^IXIC
2016-09-08,5269.9599609375,5271.009765625,5248.41015625,5259.47998046875,5259.47998046875,1839790000,^IXIC
2016-09-09,5217.9501953125,5225.93017578125,5125.91015625,5125.91015625,5125.91015625,2208690000,^IXIC
2016-09-12,5098.02978515625,5217.8798828125,5097.7998046875,5211.89013671875,5211.89013671875,2007610000,^IXIC
2016-09-13,5181.14013671875,5195.02978515625,5131.27001953125,5155.25,5155.25,2071460000,^IXIC
2016-09-14,5160.2099609375,5201.33984375,5159.5498046875,5173.77001953125,5173.77001953125,1902680000,^IXIC
2016-09-15,5178.10009765625,5254.77978515625,5176.25,5249.68994140625,5249.68994140625,1950940000,^IXIC
2016-09-16,5238.7099609375,5248.60009765625,5218.97021484375,5244.56982421875,5244.56982421875,3013860000,^IXIC
2016-09-19,5263.5498046875,5281.06982421875,5222.91015625,5235.02978515625,5235.02978515625,1792650000,^IXIC
2016-09-20,5256.18994140625,5265.18017578125,5235.419921875,5241.35009765625,5241.35009765625,1697530000,^IXIC
2016-09-21,5263.64990234375,5299.39990234375,5233.93994140625,5295.18017578125,5295.18017578125,2001890000,^IXIC
2016-09-22,5323.259765625,5342.8798828125,5320.93017578125,5339.52001953125,5339.52001953125,1914550000,^IXIC
2016-09-23,5327.43017578125,5329.7099609375,5301.6298828125,5305.75,5305.75,1762700000,^IXIC
2016-09-26,5275.72998046875,5282.27001953125,5254.9599609375,5257.490234375,5257.490234375,1672190000,^IXIC
2016-09-27,5254.18017578125,5306.81005859375,5251.31982421875,5305.7099609375,5305.7099609375,1754700000,^IXIC
2016-09-28,5312.72998046875,5320.6201171875,5284.83984375,5318.5498046875,5318.5498046875,1788240000,^IXIC
2016-09-29,5311.31005859375,5317.0,5254.52001953125,5269.14990234375,5269.14990234375,1946150000,^IXIC
2016-09-30,5288.8701171875,5325.8798828125,5277.8798828125,5312.0,5312.0,2063260000,^IXIC
2016-10-03,5300.2900390625,5308.60009765625,5281.9501953125,5300.8701171875,5300.8701171875,1606460000,^IXIC
2016-10-04,5313.490234375,5323.60009765625,5271.7001953125,5289.66015625,5289.66015625,1711810000,^IXIC
2016-10-05,5305.27978515625,5330.81005859375,5304.06005859375,5316.02001953125,5316.02001953125,1755640000,^IXIC
2016-10-06,5306.58984375,5315.72998046875,5281.47021484375,5306.85009765625,5306.85009765625,1655480000,^IXIC
2016-10-07,5314.919921875,5315.64990234375,5266.7998046875,5292.39990234375,5292.39990234375,1647330000,^IXIC
2016-10-10,5318.4599609375,5340.52001953125,5317.72998046875,5328.669921875,5328.669921875,1365600000,^IXIC
2016-10-11,5321.81982421875,5321.81982421875,5227.43017578125,5246.7900390625,5246.7900390625,1822980000,^IXIC
2016-10-12,5247.91015625,5257.18017578125,5228.77001953125,5239.02001953125,5239.02001953125,1567930000,^IXIC
2016-10-13,5200.2998046875,5228.259765625,5169.759765625,5213.330078125,5213.330078125,1737720000,^IXIC
2016-10-14,5241.259765625,5258.8798828125,5213.3701171875,5214.16015625,5214.16015625,1593610000,^IXIC
2016-10-17,5213.68994140625,5219.97998046875,5196.02978515625,5199.81982421875,5199.81982421875,1427060000,^IXIC
2016-10-18,5255.31982421875,5264.27001953125,5239.43994140625,5243.83984375,5243.83984375,1476970000,^IXIC
2016-10-19,5240.330078125,5253.830078125,5234.25,5246.41015625,5246.41015625,1548910000,^IXIC
2016-10-20,5238.2001953125,5252.10009765625,5216.0498046875,5241.830078125,5241.830078125,1745270000,^IXIC
2016-10-21,5238.64990234375,5259.1298828125,5225.759765625,5257.39990234375,5257.39990234375,1651490000,^IXIC
2016-10-24,5290.31005859375,5311.5,5289.22998046875,5309.830078125,5309.830078125,1533370000,^IXIC
2016-10-25,5306.47021484375,5310.27001953125,5278.56982421875,5283.39990234375,5283.39990234375,1580830000,^IXIC
2016-10-26,5256.39990234375,5280.85009765625,5237.0498046875,5250.27001953125,5250.27001953125,1732300000,^IXIC
2016-10-27,5272.18994140625,5274.1201171875,5211.75,5215.97021484375,5215.97021484375,1926820000,^IXIC
2016-10-28,5203.7001953125,5232.35009765625,5178.759765625,5190.10009765625,5190.10009765625,1911810000,^IXIC
2016-10-31,5205.08984375,5206.7099609375,5186.56005859375,5189.14013671875,5189.14013671875,1709060000,^IXIC
2016-11-01,5199.77001953125,5201.1298828125,5112.31982421875,5153.580078125,5153.580078125,1880920000,^IXIC
2016-11-02,5147.27978515625,5156.7001953125,5097.56005859375,5105.56982421875,5105.56982421875,2124990000,^IXIC
2016-11-03,5104.7001953125,5115.06005859375,5053.52001953125,5058.41015625,5058.41015625,2113730000,^IXIC
2016-11-04,5034.41015625,5087.509765625,5034.41015625,5046.3701171875,5046.3701171875,2020130000,^IXIC
2016-11-07,5128.990234375,5169.41015625,5122.77001953125,5166.169921875,5166.169921875,1916620000,^IXIC
2016-11-08,5154.990234375,5214.169921875,5145.2998046875,5193.490234375,5193.490234375,1739440000,^IXIC
2016-11-09,5143.85986328125,5258.990234375,5143.85986328125,5251.06982421875,5251.06982421875,2827570000,^IXIC
2016-11-10,5283.47998046875,5302.68017578125,5145.31982421875,5208.7998046875,5208.7998046875,2986760000,^IXIC
2016-11-11,5191.81982421875,5241.080078125,5179.64013671875,5237.10986328125,5237.10986328125,2290080000,^IXIC
2016-11-14,5246.330078125,5247.169921875,5192.0498046875,5218.39990234375,5218.39990234375,2371900000,^IXIC
2016-11-15,5241.35009765625,5287.06005859375,5236.25,5275.6201171875,5275.6201171875,2159180000,^IXIC
2016-11-16,5253.740234375,5299.6298828125,5251.8798828125,5294.580078125,5294.580078125,2066130000,^IXIC
2016-11-17,5295.06982421875,5334.0498046875,5288.16015625,5333.97021484375,5333.97021484375,2084710000,^IXIC
2016-11-18,5340.97021484375,5346.7998046875,5315.52978515625,5321.509765625,5321.509765625,1865770000,^IXIC
2016-11-21,5336.77978515625,5369.830078125,5334.16015625,5368.85986328125,5368.85986328125,1748170000,^IXIC
2016-11-22,5384.75,5392.259765625,5365.60009765625,5386.35009765625,5386.35009765625,1890410000,^IXIC
2016-11-23,5366.5498046875,5380.68017578125,5350.68017578125,5380.68017578125,5380.68017578125,1617700000,^IXIC
2016-11-25,5388.490234375,5398.919921875,5379.27978515625,5398.919921875,5398.919921875,768080000,^IXIC
2016-11-28,5387.919921875,5396.27001953125,5364.91015625,5368.81005859375,5368.81005859375,1630150000,^IXIC
2016-11-29,5370.97998046875,5403.85986328125,5360.56005859375,5379.919921875,5379.919921875,1791760000,^IXIC
2016-11-30,5391.35009765625,5393.14990234375,5323.68017578125,5323.68017578125,5323.68017578125,2056060000,^IXIC
2016-12-01,5323.8798828125,5326.33984375,5238.2099609375,5251.10986328125,5251.10986328125,2269790000,^IXIC
2016-12-02,5249.02001953125,5274.5400390625,5239.27001953125,5255.64990234375,5255.64990234375,1851030000,^IXIC
2016-12-05,5283.580078125,5321.08984375,5269.56982421875,5308.89013671875,5308.89013671875,1800570000,^IXIC
2016-12-06,5317.740234375,5333.990234375,5299.93994140625,5333.0,5333.0,1977480000,^IXIC
2016-12-07,5322.669921875,5397.93017578125,5307.31005859375,5393.759765625,5393.759765625,2125370000,^IXIC
2016-12-08,5394.14990234375,5425.52001953125,5389.10009765625,5417.35986328125,5417.35986328125,2236580000,^IXIC
2016-12-09,5436.10986328125,5450.16015625,5427.1201171875,5444.5,5444.5,2042340000,^IXIC
2016-12-12,5428.22021484375,5434.89990234375,5394.419921875,5412.5400390625,5412.5400390625,1931840000,^IXIC
2016-12-13,5433.56982421875,5486.75,5430.72021484375,5463.830078125,5463.830078125,2094860000,^IXIC
2016-12-14,5465.68994140625,5476.25,5425.72998046875,5436.669921875,5436.669921875,1976570000,^IXIC
2016-12-15,5443.509765625,5485.1201171875,5439.39013671875,5456.85009765625,5456.85009765625,2101320000,^IXIC
2016-12-16,5467.81982421875,5474.580078125,5426.009765625,5437.16015625,5437.16015625,3281480000,^IXIC
2016-12-19,5441.2001953125,5483.419921875,5436.5400390625,5457.43994140625,5457.43994140625,1688680000,^IXIC
2016-12-20,5473.52978515625,5489.47021484375,5471.7099609375,5483.93994140625,5483.93994140625,1679630000,^IXIC
2016-12-21,5482.6298828125,5486.259765625,5465.31005859375,5471.43017578125,5471.43017578125,1496850000,^IXIC
2016-12-22,5472.009765625,5472.009765625,5432.77001953125,5447.419921875,5447.419921875,1585470000,^IXIC
2016-12-23,5441.759765625,5462.68994140625,5441.759765625,5462.68994140625,5462.68994140625,1144900000,^IXIC
